;username;text;date
75;selvivie;Pada umumnya, covid memiliki gejala yang sama seperti flu namun yang membedakan adalah kondisi tertentu atau penyakit penyerta yang mengikuti.Golongan yang rentan :- Usia Lanjut- Memiliki Imun Rendah- Memiliki Penyakit Bawaan atau Komorbid.Untuk harga, detail produk dan membership :085771188222DM @cloverhoneylovers#cegahcovid #covidindonesia #propoelix #hdiindonesia #hdicloverhoney #hdijakarta #hdiproducts #hdiinfo #madu #maduhdi #maduasli #madumurni #honey #beepollen #beepollenhdi #nutrisilebah #manfaatmadu #infokesehatan #imunbooster #imunitas #jagaimun19h;2021-07-10T16:17:20.000Z
76;halimclaudia;Sering dengar, “kasihan ya binatang di akuarium / zoo, terkurung gitu, gak bebas, pasti kan sesak tuh dimasukin di satu wadah rame-rame”Ada benarnya. Satu wadah terbatas, diisi 1.. 10.. 20, duh gak kehitung ubur-ubur na, kebanyakan 😂Waktu memandangi akuarium itu pun terlintas dipikiranku, Mereka lagi mikirin apa ya? Mereka semua yang ada di dalam rukun gak ya?Waktu hari ini ketemu lagi sama foto ini, malah perspektif lain yang muncul. Scene ini mirip persis keadaanku (dan semua orang Indonesia yang currently living abroad) sekarang.Memandangi keadaan dan berita tentang Indonesia dari jauh, terbatasi layar kaca dan gak bisa melakukan apa-apa.Hanya bisa bertanya-tanya, kalian yang disana apa kabar?Are you guys fine? Kok kayak na gak baik?Kok berita negatif semakin hari semakin banyak?I wanna help but, what can i help..?Sama seperti memandangi ubur-ubur dalam akuarium ini, i feel vulnerable. We who lives abroad actually feels so powerless. When news break our hearts with negative updates, our hearts actually broke even more knowing we can do nothing to help 💔But still, we pray THE VERY BEST every day and night, for our dear Indonesia to rise. Supaya semua orang bisa bahu membahu saling melindungi.Sama seperti aku yang cuma bisa berbisik lewat kaca ke ubur-ubur ini berharap mereka hidup tentram didalam sana, pada akhirnya ubur-ubur di dalam sana yang punya kendali penuh untuk membuat kehidupan mereka rukun & tentram ☺️Thank you for reading ❤️‍🩹#indonesiabangkit #bisalawancorona #covidindonesia #lawancovid1919h;2021-07-10T16:16:00.000Z
77;jeffriangkasa;Bayangin gimana relaxnya rumah ini? 😍MM HOUSE, PEKANBARU under construction 🥰Site area 2300 m2Building area 1200m2Masa pademic ini mengubah mindset orang untuk lebih mendekatkan diri dengan alam / ruang terbuka.Kebutuhan akan cahaya alami dan udara sekarang dirasakan sebagai faktor utama yang harus dimiliki rumah tinggal. Di @angkasaarchitectssendiri terbiasa selalu menedukasi klien, bahwa ruang terbuka dan sirkulasi alami itu penting adanya.Tetap sehat dan selalu prokes ya guys.DESIGNED BY @ANGKASAARCHITECTSARCHITECT PRINCIPAL : @jeffriangkasa+ @indri_kho_ARCHITECT IN CHARGE : Muhammad Kurniawan, Ferdinand Joseph, Afif EidwarSTRUCTURE ENGINEER : Grand Optima#covid #covid19indonesia #covid_19 #covid19 #covidindonesia #terbangbersamaangkasa 🚀19h;2021-07-10T16:11:38.000Z
78;zainufrii;Haha, hampir 2 tahun berlalu. Banyak diantara kita menyimpan kerinduan yang terlarut tak kian juga mereda. seringkali rindu senyuman orang tercinta yang penuh harap akan bersua tak juga terlaksana, merangkul, menjabat, serta menceritakan lara kemarin lusa.Terikat dengan penyesalan, terlarut dalam kesedihan, terbelenggu akan keadaan, lantas apa lagi yang harus dilakukan?#streethumanffa20h;2021-07-10T16:03:44.000Z
79;evolve_industry;Desain Menu untuk johnnys beef grillProject tahun 2021#desainmenu #beefslice #beefgrill #menudesign #designagencysurabaya #designagencyjakarta #covidindonesia #covidSingapura #foodblogger #foodiessub #foodphotos #adobepremiere #adobeanimate #jasadesainonline #menucafehargakedai #jasadesainmalang #sosmedstory #jasasosmed21h;2021-07-10T15:08:00.000Z
80;wfsihardian;Petugas mengubur jenasah seorang pasien Covid-19 yang meninggal di rumah, di pemakaman umum pada July 10, 2021 malam di Desa Kalongan, Ungaran, Jawa Tengah Indonesia. Photo by WF SihardianKerabat berdoa di atas makam seorang pasien Covid-19 yang meninggal di rumah, di pemakaman umum pada July 10, 2021 malam di Desa Kalongan, Ungaran, Jawa Tengah Indonesia. Photo by WF Sihardian#covid #covid_19 #covidindonesia #photojournalism #photojornalist #corona #coronaindonesia21h;2021-07-10T15:06:57.000Z
81;treearofficial;Dimasa PPKM gini buat yg dirumah aja wajib banget punya yg namanya Handsanitizer dan Disinfektan buat jd bahan utama juga buat bersih2 rumah. Buat yang masih kerja juga sama pentingnyaa.Nah kita ada promo buat temen-temen semua, sampai dengan PPKM selesai ada promo Handsanitizer Gel dan Liquid.For more info boleh tanya-tanya lewat DM atau contact yg tercantum yaa..Kita juga melayani pengiriman keseluruh Indonesia dengan aman dan biayanya ga bikin boncos 👍🤗.........#handsanitizer #handsanitizerholder #handsanitizermurah #disinfectant #disinfektan #endorsement #endorsegratis #jakartafoodies #handsanitizerjakarta #bajulebaran #hamperslebaran #covidindonesia #mendasuci #coffeeshop #cardholder #sprayhandsanitizer #cafejakarta #pondokindah #disinfektan #jualhandsanitizemurah #covid_19 #coffeshopbogor #cibinong #satgascovid19 #jualhandsanitizemurah #kelapagading21h;2021-07-10T14:58:23.000Z
82;alenawuofficial;Fakta & Hoax Covid19 bersama @drningz dr.R.A.Adaninggar PN, Sp.PDFakta & Hoax Covid19 bersama @drningz dr.R.A.Adaninggar PN, Sp.PDMembahas berbagai pertanyaan seputar CovidSemoga Sesi Ngobrol ini bisa memberi pencerahan & membuat teman2x lebih TENANG karena tidak lagi bingung / lebih memahami berbagai hal seputar Covid iniFollow @drningz untuk info-info terbaru seputar Covid & kesehatanThank u Dr Ninggar 🙏🏻🥰❣️#drningzedukasicovid #alenawu #covidindonesia #covidjakarta21h;2021-07-10T14:45:01.000Z
83;dlhprovlampung;Reposted from @satuantugascovid19 Perkembangan Data Covid-19 per 10 Juli 2021.Sebaran 35.094 kasus baru:- Jakarta 12.920- Jabar 4.926- Jateng 3.618- Jatim 2.237- DIY 1.809- Kaltim 1.051- Sumbar 847- Riau 738- Bali 678- Sulsel 573- Banten 569- Kepri 481- Sumsel 423- NTT 353- Lampung 336- Babel 322- Kalbar 298- Sumut 284- Kaltara 253- Malut 234- Kalteng 232- Sulut 223- NTB 214- Bengkulu 212- Kalsel 202- Maluku 191- Papbar 190- Sulteng 135- Jambi 134- Aceh 133- Sultra 116- Papua 74- Sulbar 63- Gorontalo 25#sahabattangguh.......#gugustugascovid19 #socialdistancing #ppkm #jagajarak #jakarta #bandung #bekasi #depok #bogor #semarang #surabaya #jawatimur #jawabarat #malang #palembang #medan #banjarmasin #makassar #banjarmasin #balikpapan #manado #papua #covidindonesia21h;2021-07-10T14:39:20.000Z
84;payungqalbu.id;"[MEDIA PARTNER]Kita sedang menjalani perasaan cemas dan trauma kolektif akibat Covid. Tapi kita tidak perlu berjalan sendirian. Mari saling mendukung dan mengedukasi diri untuk tetap sehat dan pulih dari Covid.Ikuti free webinar kolaborasi Loveground x JIVVA Fit""SURVIVING COVID WITH HOLISTIC APPROACH""(Peran yoga, meditasi, dan pernafasan dalam Covid)Selasa, 13 Juli 2021 jam 20:00 wibwith Listiana Hartanto @yogawithlisnaCo-founder JIVVA Fit @jivvafitListiana Hartanto, yang pernah mengidap covid, menggunakan pendekatan holistik dengan berlatih pernafasan, gerakan yoga, dan meditasi untuk membantu menenangkan diri selama terinfeksi covid dan memulihkan diri. Mau tau bagaimana caranya?Registrasi via bio @loveground.co atau ketik bit.ly/survivingcovidindonesia di browsermuSilakan bantu share ke semua grup/ rekan/ keluarga yang membutuhkan. Terima kasih ❤️🙏🏼..........#covid #covid_19 #covidindonesia #covidjakarta #mengatasicovid #bangkitdaripandemi #bangkitdaricorona1d";2021-07-10T12:05:33.000Z
85;kanadiastore;Kita harus punya tameng nih buat hadepin musuh yang ga keliatan!!🤜Tetap disiplin protokol kesehatan dan terapkan 6M!✔ Memakai masker✔ Mencuci tangan dengan sabun✔ Menjaga jarak✔ Menjauhi kerumunan✔ Menunda kepergian✔ Menjaga pola makan yang sehatStay safe all💙#covid #corona #covid_19 #covidindonesia #coronaindonesia #coronavirus #covid19 #covid19indonesia #covidsemarang1d;2021-07-10T12:04:43.000Z
86;ting.indonesia;Indonesia mencatatkan kasus kesembuhan harian tertinggi dalam update penanganan Covid-19, Jumat (9/7/2021).Dikutip dari covid19.go.id, sebanyak 28.975 pasien Covid-19 dinyatakan sembuh dalam 24 jam terakhir.Angka ini menjadi tambahan kesembuhan tertinggi sepanjang pandemi Covid-19 di Indonesia.Hingga saat ini, total 2.023.548 kasus dinyatakan sembuh, mencapai 82,4 persen dari total kasus infeksi.#tingindonesia#tingviral#jokowi#jokowidodo#vaksin#sinovac#astrazeneca#sinopharm#ulangtahun#updatecovidindonesia#coronaindonesia#corona#viruscorona#pandemi#updatecorona#updatecovid#covidindonesia#covid19#ppkm#ppkmdarurat#ppkmjakarta1d;2021-07-10T11:57:16.000Z
87;givemegift_surabaya;Di masa kayak gini gamungkin dong ketemu buat kasih perhatian lebih ke pacar ?nahh mimin punya solusi biar kalian tetep bisa kasih perhatian lebih ke dia. *psstt.. especially para cowok, nih!Healthy Kit Anti Corona solusinya! ^^Healthy Kit ini bisa banget jadi mood booster biar si dia makin menjaga kesehatannya, loh!btw jaga kesehatan kalian yah biar bisa nge-date lagi sama doi setelah PPKM 😝🤍in frame : Healthy Box for Mrs. @faraadm 😍Happy Shopping🙆🏻‍♀️✨•••Waktu Pengemasan : 1 - 2 HariMore Info & Order : DM or Whatsapp +62 895-3420-34912#healthybox #healthykit #anticorona #covid_19 #snackbox #snackboxgresik #snackboxsidoarjo #snackboxsurabaya #hamperssurabaya #hampersgresik #hamperssidoarjo #covidindonesia #firstaid #moodbooster #giftideas #hamperskesehatan #healthylifestyle #vaksìncovid19 #kadocewek1d;2021-07-10T11:51:55.000Z
88;idrusfirmansyah_;Repost from @jktinfoApa yang bisa dilakukan bila saturasi kadar oksigennya di bawah 94% tidak ada tabung oksigen?Para ahli menyarankan untuk belajar melakukan posisi prone atau proning.Teknik ini akan membantu melancarkan pernapasan. Cek caranya pada infografik berikut!Bagikan informasi kepada orang terdekatmu yang membutuhkan, agar mereka dapat meningkatkan kembali saturasi oksigen di dalam tubuhnya.-Sumber: Ministry Of Health & Family Welfare, Government Of India.Infografis: @dkijakarta #jktinfo #covidindonesia1d;2021-07-10T11:47:30.000Z
89;humas.bpbd.serangkab;Sabtu, 10 Juli 2021⁣⁣Slide 1 - 3BPBD Kabupaten Serang melakukan penyemprotan disinfektan guna mencegah penyebaran virus covid-19 yang bertempat di Pengadilan Agama, kota serangSlide 4 - 7Tim SAR BPBD Kabupaten Serang melakukan penyemprotan disinfektan guna mencegah penyebaran virus covid-19 yang bertempat di Desa Sindanglaya, Kec. CinangkaInstagram : Humas BPBD Kabupaten Serang⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣Facebook : BPBD Kabupaten Serang⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣Twitter : BPBD Kabupaten Serang⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣Youtube : Humas BPBD Kabupaten Serang⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣Cc:@nanasukmanaofficial_⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣Cc:@tbmaftuhiofficial⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣#tangkastanggaptangguh #kitajagaalam #alamjagakita #bnpb #bnpbindonesia #bpbdjateng #damkarhits #bpbdbandung #bpbdindonesia #banten #serang #serangbanten #basarnas #damkarserang #kabserang #damkar #damkarhits #seranggawe #serangjawara #kotaserang #siapuntukselamat #sosialisasi #covid19urusanbersama #coronaindonesia #covidindonesia1d;2021-07-10T11:41:50.000Z
90;tokoulani;All type ready on July 2021.Harga dibawah MP, gak UP ya di tokoulani.Yang sudah order PO LK 87 masih bisa tambah qty ya.Masuk juga type LK 88 & LK 89.Bisa dikirim barengan.*** Terima Reseller & Dropship ***Info & orderWA : 087870830305Telegram : @tokoulaniWA : *khusus reseller & dropshipShopee :. @tokoulani#oxygen #oxymeter #oxymetermurah #oxymeterjakarta #oxymeterready #oximeter #oximetermurah #oximeters #covid_19 #covid #covi̇d19 #covidindonesia #nanogun #nanogunspray #thermometer #thermometerdigital #thermo #jualanalkes #alkesjakarta #masker #maskerkain #maskermurah #oxymeterlk87 #oxymeterlk88 #oxymeterlk89 #jualanimport #barangimport #importbangkok #importchina #import1d;2021-07-10T10:47:40.000Z
91;officialjejak;Penyakit covid 19 bukan aib atau penyakit yg harus dijauhi manusianya, coba untuk saling bantu yah teman2 jika ada sahabat, sodara, atau keluarga yg terkena covid 19 jangan di intimidasi 🙏Waspada boleh tapi jangan primitif juga pikirannya!1d;2021-07-10T10:39:28.000Z
92;the.retail.way;KN95 (5 PLY) 😷KUALITAS Medium (medium quality)Harga/PRICE - 20,000 (10 PCS).Colour options available/ ada warna yang lainTo order :DM @the.retail.way orWA 085719495589☎️(Sachin Keswani)Order langsung kirim format aja /Order directly from us by filling out the details -Nama/NAME :Alamat/ADDRESS :No Hp/PHONE:Pesanan/ORDERPembayaran/PAYMENT : bca/mandiri#covidindonesia #masker #maskerindonesia #coronaindonesia#maskersensi#jangankendorpakaimasker1d;2021-07-10T10:37:36.000Z
93;willbakery.id;Will Bakery Social Projects 2021We bake. We Love. We Care.A big thanks to @diferensia.id , @raihmimpi_id and @caricaracreative for making these social projects possible ❤️.#socialworkindonesia #indonesiacovid19 #covidbandung #socialprojectindonesia #socialprojectbandung#covidindonesia #bakerybandung1d;2021-07-10T10:25:42.000Z
94;puskesmaskubu;Dengan segala harapan dan segenap do'a, lekas membaik Indonesia. Semoga lenyap segala ratap, tangis dan ketakutan.#indonesia #covidindonesia#mengheningkancipta#nakes #relawan #covid #indonesia #dirumahaja #corona #coronavirus #coronaindonesia #lawancovid #cov #viruscorona #jakarta #newnormal #socialdistancing #viruscoronadiindonesia #stayathome #jokowi #viral #physicaldistancing #tenangdanwaspada #virus #dirumahajadulu #jagajarak #wfh #staysafe #dirumahsaja #psbb #janganpanik1d;2021-07-10T10:19:09.000Z
95;imperomedika;Halo, Sahabat Medika!Berikut adalah daftar aplikasi telemedicine penyedia vitamin dan obat gratis bagi Sahabat yang sedang isolasi mandiri karena Covid-19 resmi dari Kemenkes.Save dulu postingan ini, biar sewaktu-waktu Sahabat ingat!Jangan lupa follow dan aktifkan notifikasi akun Impero Medika untuk mendapatkan informasi seputar alat kesehatan dan berita kesehatan lainnya.#ImperoMedika#HealthyLife#HappyLife#staysafe#stayhealthy#healthylifestyle#doctor#medical#hospital#beritacovid#covidnews#covidindonesia#covid19indonesia#coivd_19#lawancovid19#covid19#covid19news#infocovid#infocorona#updatecovid19#updatecovid#infocovid19#updatecorona#updatecoronaindonesia#beritacovid#beritacovid191d;2021-07-10T10:19:01.000Z
96;lastry_may_sinagaa;Serah Terima TOYOTA Calya ❤#pandemic#pandemi#covid19indonesia#covid_19#covid#covidvacccine#covi̇d19#covid2020#covidindonesia1d;2021-07-10T10:10:36.000Z
97;mercusuardakwah;barakallah ustadz, Sehat selalu🤲🤲🤲.=======================Join Telegram : t.me/mercusuarumat.Follow dan Ramaikan@mercusuar_islam@mercusuardakwah@mercusuar_=======================#pemerintahabai #politik #covidindonesia #ppkm1d;2021-07-10T10:10:28.000Z
98;mwintolo;"Posted @withregram • @anandashram Lagu ini sering dinyanyikan oleh Para Penyintas Kanker dan Covid-19 untuk memberikan semangat juang dari dalam diri yang dapat memperkuat imunitas tubuh dan mental emosional.Anand Ashram mengadakan pelayanan kepada para penyintas Kanker dan Covid-19 setiap hari Sabtu melalui zoom memberikan latihan olah nafas dan meditasi.Subscribe Youtube Channel ""AnandAshramIndonesia"" & ""AnandKrishnaIndo"" untuk mendapatkan video-video yang mencerahkan.Info Pelayanan ☎️ +62 816-1988-856...#lagu #musik #musiksehat #musikkesembuhan #sehat #kesembuhan #kanker #penyakit #penyakitkanker #pasienkanker #pasiencovid #covidindonesia #wismaalet #lagusehat #lagucinta #musikcinta #musikilahi #imunitas #sehatmental #kesehatanmental #bhaktisosial #seva #relawan#Pencerahan #Motivasi #Inspirasi #Kedamaian #PemberdayaanDiri #meditasi #meditasinse1d";2021-07-10T10:09:52.000Z
99;mercusuar_islam;barakallah ustadz, Sehat selalu🤲🤲🤲.=======================Join Telegram : t.me/mercusuarumat.Follow dan Ramaikan@mercusuar_islam@mercusuardakwah@mercusuar_=======================#pemerintahabai #politik #covidindonesia #ppkm1d;2021-07-10T10:09:05.000Z
100;mercusuar_;barakallah ustadz, Sehat selalu🤲🤲🤲.=======================Join Telegram : t.me/mercusuarumat.Follow dan Ramaikan@mercusuar_islam@mercusuardakwah@mercusuar_=======================#pemerintahabai #politik #covidindonesia #ppkm1d;2021-07-10T10:08:19.000Z
101;outsylooks;This video @showimah is quite to explain how the present this situation, we pray hope to the government get method to handling covid-19 for the best for all of us.[ 🎥 via @showimah ]....#covid_19 #covid #corona #covidindonesia #infocovid19 #infocorona #jakarta #indonesia #letsvaccinejakata #vaccinationdone✔️ #vaccine #comedian1d;2021-07-10T10:00:37.000Z
102;jogjacart;"Banyak yang ""stress"" dalam menghadapi semua yang terjadi saat ini. Banyak yang kesulitan dan kehilangan. Biarkan mereka bersenang-senang dengan caranya sendiri. Selagi tidak merugikan orang lain, kan? ❤Cr : @nkcthi#nkcthi #nkcthiquotes #wattpadquotes #quoteindonesia #kutipancinta #quotesmotivasi #quotegram #quotesbijak #quotestoremember #pandemi #covid_19 #covidindonesia #covidindonesia #staysafe1d";2021-07-10T07:39:15.000Z
103;arovahidham;mohon info jika ada yg sesuai kriteria atau bs langsung datang ke PMI Cibinong, Bogorterima kasih 🙏#donordarah #donordarahplasma #donordarahplasmakonvalesen #darahplasma #darahplasmakonvalesen #donordarahab #donordarahbogor #pmicibinong #covidindonesia #coronaindonesia1d;2021-07-10T07:22:06.000Z
104;sunflowerr_21;BRANCH : Sunflower_21Link SHOPEE at Bio ⬆️⬆️⬆️Our Marketplace :LAZADA : Sunflower_21TOKPED : Sunflower_21SHOPEE : Sunflowerr_21Discount Up to : 60% - 70%Ikuti toko dapatkan discount 5% tanpa minimal pemesanan…#kosmetik #kosmetikmurah #kosmetikstudio #skincare #skincareroutine #skincareindonesia #skincareremaja #skincaretips #shopeehaul #shopeeid #shopeegiveaway #shopeepaylater #shopeefeed #lazadahaul #tokopediapromo #lazadaid #lazadagiveaway #infodenpasar #infosingkawang #infojakarta #infosulawesi #infomaluku #infopekanbaru #infobatam #coronaindonesia #covidindonesia #gudangskincare #gudangkosmetik #asemkakosmetik #kosmetikasemka1d;2021-07-10T07:21:40.000Z
105;miss.indahindah;Jeans or yoga pants??Nothing should stop you from feeding your mind, body and soul with daily yoga practice.Indeed we can do yoga in these jeans💙🤍...#tiptoepose#balancepose#focusonyourself#breathinbreathout#breathingtechniques#coreworkout#inhaleexhale#smileonmyface#lockdownactivities#yogadailyflow#yogaforanxiety#yogameditation#slowyourselfdown#calmyourmind#calmyourself#quarantinelife#covidindonesia#staysafeandhealthy#stayhappyalways❤️#stayhomesavelives#staysafeeveryone#yogasanas#yogatiptoes#rippedjeans#bluejean#yogaminimat#yogapractise1d;2021-07-10T07:20:22.000Z
106;sunflowerr_21;BRANCH : Sunflower_21Link SHOPEE at Bio ⬆️⬆️⬆️Our Marketplace :LAZADA : Sunflower_21TOKPED : Sunflower_21SHOPEE : Sunflowerr_21Discount Up to : 60% - 70%Ikuti toko dapatkan discount 5% tanpa minimal pemesanan…#kosmetik #kosmetikmurah #kosmetikstudio #skincare #skincareroutine #skincareindonesia #skincareremaja #skincaretips #shopeehaul #shopeeid #shopeegiveaway #shopeepaylater #shopeefeed #lazadahaul #tokopediapromo #lazadaid #lazadagiveaway #infodenpasar #infosingkawang #infojakarta #infosulawesi #infomaluku #infopekanbaru #infobatam #coronaindonesia #covidindonesia #gudangskincare #gudangkosmetik #asemkakosmetik #kosmetikasemka1d;2021-07-10T07:20:18.000Z
107;sunflowerr_21;BRANCH : Sunflower_21Link SHOPEE at Bio ⬆️⬆️⬆️Our Marketplace :LAZADA : Sunflower_21TOKPED : Sunflower_21SHOPEE : Sunflowerr_21Discount Up to : 60% - 70%Ikuti toko dapatkan discount 5% tanpa minimal pemesanan…#kosmetik #kosmetikmurah #kosmetikstudio #skincare #skincareroutine #skincareindonesia #skincareremaja #skincaretips #shopeehaul #shopeeid #shopeegiveaway #shopeepaylater #shopeefeed #lazadahaul #tokopediapromo #lazadaid #lazadagiveaway #infodenpasar #infosingkawang #infojakarta #infosulawesi #infomaluku #infopekanbaru #infobatam #coronaindonesia #covidindonesia #gudangskincare #gudangkosmetik #asemkakosmetik #kosmetikasemka1d;2021-07-10T07:19:27.000Z
108;cloverhoney.bysanti;Paket easi starter set, lebih ramah dikantong pastiny 😍#hdiindonesia #hdimember #memberhdi #memberbskin #membershiphdi #paketcovid #hdijakarta #hdi #hdijakartaselatan #hdijakartautara#cloverhoneyhdi#propoelixpromo #propoelixhdi #royaljellyhdi #royaljellyhdi #pollenergy #produkkesehatan #suplemenanak #suplemen #MIMS #produkhdi #promohdi #hdimember #promohdi #produkkesehatan #korona #corona #covid19 #zonamerah #covidindonesia #cloverhoneyjambi #madujambi #propelix#vitamincovid1d;2021-07-10T07:17:36.000Z
109;sunflowerr_21;BRANCH : Sunflower_21Link SHOPEE at Bio ⬆️⬆️⬆️Our Marketplace :LAZADA : Sunflower_21TOKPED : Sunflower_21SHOPEE : Sunflowerr_21Discount Up to : 60% - 70%Ikuti toko dapatkan discount 5% tanpa minimal pemesanan…#kosmetik #kosmetikmurah #kosmetikstudio #skincare #skincareroutine #skincareindonesia #skincareremaja #skincaretips #shopeehaul #shopeeid #shopeegiveaway #shopeepaylater #shopeefeed #lazadahaul #tokopediapromo #lazadaid #lazadagiveaway #infodenpasar #infosingkawang #infojakarta #infosulawesi #infomaluku #infopekanbaru #infobatam #coronaindonesia #covidindonesia #gudangskincare #gudangkosmetik #asemkakosmetik #kosmetikasemka1d;2021-07-10T07:16:33.000Z
110;edu.katif.id;Ternyata banyak dari keluarga/kerabat/sahabat yang positif covid-19. Nah, apasih yang bisa kita lakukan untuk membantu kerabat kita yang positif covid-19?Yuk cek postingan diatas yah! Jangan lupa komen pengalaman berharga kamu dalam membantu saudara saudara yang terkena covid-19 dibawah ini yahh 👇🏼👇🏼.....#covid_19 #covid #corona #coronaindonesia #socialdistancing #socialdistance #mentalhealth #mentalhealthsupport #mentalhealthawareness #mentalwellness #psychology #psychologyfacts #covid_19 #covidvacccine #covidindonesia #isolasimandiri1d;2021-07-10T07:15:10.000Z
111;sunflowerr_21;BRANCH : Sunflower_21Link SHOPEE at Bio ⬆️⬆️⬆️Our Marketplace :LAZADA : Sunflower_21TOKPED : Sunflower_21SHOPEE : Sunflowerr_21Discount Up to : 60% - 70%Ikuti toko dapatkan discount 5% tanpa minimal pemesanan…#kosmetik #kosmetikmurah #kosmetikstudio #skincare #skincareroutine #skincareindonesia #skincareremaja #skincaretips #shopeehaul #shopeeid #shopeegiveaway #shopeepaylater #shopeefeed #lazadahaul #tokopediapromo #lazadaid #lazadagiveaway #infodenpasar #infosingkawang #infojakarta #infosulawesi #infomaluku #infopekanbaru #infobatam #coronaindonesia #covidindonesia #gudangskincare #gudangkosmetik #asemkakosmetik #kosmetikasemka1d;2021-07-10T07:14:34.000Z
112;bluderkoe_madiun;Happy Weekend semua.....yang sedang isoman, yg sedang pemulihan, yg sedang berjuang utk kembali pulih ,sehat,dan kembali ke keluarga tercinta...💖💖...kita semua sama sedang berjuang utk diri sendiri, utk keluarga, utk negara dan semua orang di dunia ini terbebas dan Virus Covid 19 ini, tetap semangat 💪💪,selalu minta kepada sang Pencipta Virus ini, Alloh yg Maha segala nya supaya semuanya segera membaik....amin....😊😊🤲🤲#pejuangcovid19#covidindonesia#allohmahabesar#pastisegeraberakhir1d;2021-07-10T07:10:13.000Z
113;sunflowerr_21;BRANCH : Sunflower_21Link SHOPEE at Bio ⬆️⬆️⬆️Our Marketplace :LAZADA : Sunflower_21TOKPED : Sunflower_21SHOPEE : Sunflowerr_21Discount Up to : 60% - 70%Ikuti toko dapatkan discount 5% tanpa minimal pemesanan…#kosmetik #kosmetikmurah #kosmetikstudio #skincare #skincareroutine #skincareindonesia #skincareremaja #skincaretips #shopeehaul #shopeeid #shopeegiveaway #shopeepaylater #shopeefeed #lazadahaul #tokopediapromo #lazadaid #lazadagiveaway #infodenpasar #infosingkawang #infojakarta #infosulawesi #infomaluku #infopekanbaru #infobatam #coronaindonesia #covidindonesia #gudangskincare #gudangkosmetik #asemkakosmetik #kosmetikasemka1d;2021-07-10T06:59:20.000Z
114;hiljarpurnama;Wabah ini masih menjadi ancaman kita semua. Tetap patuhi Protokol kesehatan dengan baik. #covid_19#covıd #covid19indonesia #covidmemes #covi̇d19 #covid19indonesia #covidindonesia1d;2021-07-10T05:48:23.000Z
115;nizuut;Aloha teman-teman! dengan semakin banyaknya kasus covid-19 di Indonesia, kita harus lebih extra dalam menjaga diri kita! tidak hanya untuk diri sendiri, kita pun harus melindungi orang disekitar kita ya😷👍🏻.@studentaffairsumn.#covid_19 #dirumahaja #covidindonesia #protokolkesehatan1d;2021-07-10T05:38:09.000Z
116;peduliskizofrenia;Regramm dari dr Ida Rochmawaty SpKj @idapsikiaterAPAKAH ODGJ BOLEH DIVAKSININASI COVID?Pertanyaan ini sering diajukan pasien dan keluarganya kepada kami. Berdasarkan rekomendasi dari Perhimpunan Dokter Spesialis Kedokteran Jiwa Indonesia (PDSKJI) tidak ada kontra indikasi vaksin karena gangguan jiwa kecuali dalam kondisi tertentu. Untuk lebih jelasnya dapat disimak di carousel di atas.Sumber: @pdskji_indonesiaIda RochmawatiPsikiater di RS PKU Muhammadiyah Wonosari GK Yogyakarta.Bila manfaat silahkan like, comment, share dan saveUntuk informasi bermanfaat lainnya, silahkan foloow Instagram @idapsikiater#vaksincovid19 #covid_19 #covidindonesia #satgascovid #odgj #sehat #sehatjiwaSaran: sebaiknya dibaca berurutan1d;2021-07-10T05:32:19.000Z
117;imsastra;TETEP VAKSIN GA?Tetep dong…Ingat proteksi optimal = pola hidup sehat + prokes + vaksinYuk dishare, agar semua kerabat dan teman terdekat kita mengetahui akan hal ini. Jangan lupa di save, agar kalian tetap ingat, dan dapat mengedukasi orang di sekitar anda.#covidindonesia #covid_19 #covid #covid19 #rsdc #gaul #sinovac #reviewsinovac #mataram #jakarta #bandung #yogyakarta #semarang #malang #surabaya #denpasar #palembang #fkugm #fkundip #fkunpad #fkub #fkui #fkunand #fkuntar #fkub #fkudayana #fkuph #tanyadoktersastra1d;2021-07-10T05:27:35.000Z
